/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1785,414,1834,462,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1,305,50,353,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1012,773,1063,823,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1897,365,1919,410,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,923,481,1013,579,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,71,0,165,69,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,770,623,875,724,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,0,109,131,301,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1281,899,1468,1079,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1619,34,1789,223,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1170,250,1401,467,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,627,721,772,898,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1568,676,1742,872,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,0,791,68,897,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1406,117,1588,321,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,231,447,371,621,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1491,896,1582,1020,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_93_910.jpg,1165,0,1180,24,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,907,268,940,297,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,967,975,1005,1011,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,768,988,816,1035,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,918,525,978,579,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,1245,0,1422,110,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,1611,1017,1675,1069,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_108_10.jpg,1805,966,1919,1079,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,1363,776,1410,823,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,697,558,745,604,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,174,144,220,187,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,262,114,297,149,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,748,413,795,457,plane
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,948,512,1012,573,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,173,1022,267,1079,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,665,373,727,427,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,1157,432,1314,609,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,1858,976,1904,1015,Civil
/home/ubuntu/work/keras-retinanet/datasets/rareplanes/train/jpg_images/Atlanta_Airport_0_0_152_2810.jpg,0,981,101,1065,Civil
